"feature","metadata","value","coef","stderr","pval","name","qval","N","N.not.zero"
"K20480","Group","SCD",-0.44671422539509,0.797654448214329,0.581674940325639,"GroupSCD",0.701986407761711,25,25
"K04652","Group","SCD",-0.100109977491465,0.178865395589894,0.581902674654278,"GroupSCD",0.702221637163166,25,25
"K01890","Group","SCD",-0.0338765414350363,0.0605336125824646,0.581944564282663,"GroupSCD",0.702232581207595,25,25
"K09859","Group","MCI",0.218530261667694,0.390746897620319,0.582191561092765,"GroupMCI",0.702491012922445,25,15
"K12063","Group","AD",0.355640658196287,0.63649695497792,0.582537151478983,"GroupAD",0.702868374953157,25,25
"K01706","Group","SCS",0.112061478565421,0.201136128439953,0.583612095683775,"GroupSCS",0.704125656887901,25,25
"K17216","Group","SCS",0.290669236281724,0.522240736968834,0.583988564266862,"GroupSCS",0.704540136512759,25,20
"K13038","Group","MCI",-0.0506814042041737,0.0911875702650216,0.584517088905121,"GroupMCI",0.705121032031862,25,25
"K17686","Group","SCS",-0.0488275893015448,0.0878565788814286,0.584535976124001,"GroupSCS",0.705121032031862,25,25
"K02839","Group","SCS",0.115420203856649,0.207771001095408,0.584702574867462,"GroupSCS",0.705282235419112,25,25
"K21576","Group","SCD",-0.14855256614822,0.267493869464486,0.584814630094765,"GroupSCD",0.705377632646012,25,25
"K08604","Group","MCI",0.200000000000003,0.360462177339443,0.585154339297767,"GroupMCI",0.705747589831738,25,11
"K11104","Group","MCI",0.248515913240277,0.448285376727336,0.585472096784942,"GroupMCI",0.706091031103693,25,25
"K01572","Group","MCI",-0.0450111521976829,0.0815064682170994,0.586902786636973,"GroupMCI",0.707776576647766,25,25
"K03809","Group","SCD",-0.453975848786883,0.82229334271333,0.587007126658674,"GroupSCD",0.707862508143437,25,24
"K08964","Group","SCD",0.2,0.362366657048986,0.587113265513997,"GroupSCD",0.707950599015863,25,9
"K19701","Group","SCS",-0.151990865535965,0.275490512013342,0.587259289485122,"GroupSCS",0.708086771362281,25,25
"K03093","Group","SCS",-0.125313402440796,0.227202668874853,0.587367548002159,"GroupSCS",0.708177395303403,25,25
"K02752","Group","MCI",0.133287359863288,0.241744165607818,0.587496601969748,"GroupMCI",0.708253171948655,25,25
"K02753","Group","MCI",0.133287359863288,0.241744165607818,0.587496601969748,"GroupMCI",0.708253171948655,25,25
"K03723","Group","AD",0.0431389128724866,0.0782786065602485,0.587673191347931,"GroupAD",0.708426142435085,25,25
"K01932","Group","MCI",0.442634819653446,0.80336529008085,0.587753077502188,"GroupMCI",0.708482526548553,25,24
"K02793","Group","SCS",-0.156040093965036,0.283425714442123,0.588039374936158,"GroupSCS",0.708787700193456,25,25
"K11440","Group","SCD",0.199999999999999,0.363432145235924,0.58820166706839,"GroupSCD",0.708943379258408,25,5
"K02902","Group","SCD",0.0548921174361574,0.0998413700902915,0.588548786757736,"GroupSCD",0.70932179583555,25,25
"K01029","Group","SCS",-0.203505891998754,0.370201196796844,0.588600155091996,"GroupSCS",0.709343748921277,25,25
"K01218","Group","MCI",-0.251991071138539,0.459249196801487,0.589283453379155,"GroupMCI",0.710094868129688,25,25
"K02946","Group","AD",-0.0308687239691871,0.0562586599685153,0.589289796153988,"GroupAD",0.710094868129688,25,25
"K00891","Group","SCD",-0.0357046687636025,0.065216228160752,0.590106096403899,"GroupSCD",0.710998425422785,25,25
"K02567","Group","AD",0.280935136041145,0.513099248431081,0.590076059207074,"GroupAD",0.710998425422785,25,25
"K01428","Group","SCD",-0.293367780924413,0.536216337755998,0.59035836100139,"GroupSCD",0.71126231724679,25,25
